"Ссылка-href","Польз","Наименование","Адрес","Район","цена","Общая площадь","Этаж","Жилая площадь","Количество комнат","Площадь кухни","Высота потолков","Этажей в доме","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_892_m_810_et._3452718574","ЗАСТРОЙЩИК, ОТДЕЛ БРОНИРОВАНИЯ","3-к. квартира, 89,2 м², 8/10 эт.","ул. Звездова, д. 54","р-н Центральный","9 725 000","89.2","","62","3","18",""," Сдан 1 кв. 2023","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_48_m_15_et._3149283194","-","2-к. квартира, 48 м², 1/5 эт.","Омская область, Омск, ул. Авиагородок, 34Б","р-н Кировский","4 750 000","48","","30","2","6.5","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_49_m_55_et._2868179988","Лидия Краса","1-к. квартира, 49 м², 5/5 эт.","Омская область, Омск, ул. Петра Ильичёва, 4","р-н Ленинский","1 990","49","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_42_m_910_et._3240127641","","1-к. квартира, 42 м², 9/10 эт.","Омская область, Омск, Тарская ул., 261к1","р-н Центральный","4 300 000","42","","18","1","12","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_902_m_1214_et._3255574500","Квартсервис","3-к. квартира, 90,2 м², 12/14 эт.","ул Яковлева, д. 169","р-н Центральный","9 073 000","90.2","","65","3","15","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_606_m_79_et._3453048715","ЗАСТРОЙЩИК, ОТДЕЛ БРОНИРОВАНИЯ","2-к. квартира, 60,6 м², 7/9 эт.","Омская область, Омск, ул. Малиновского, 16к2","р-н Советский","4 969 200","60.6","","30","2","10",""," ","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_501_m_15_et._3504508296","РИЭЛТКОНСАЛТ","2-к. квартира, 50,1 м², 1/5 эт.","Омская область, Омск, микрорайон Заозёрный, ул. Бородина, 12/5","р-н Советский","5 300 000","50.1","","25-Apr","2","10","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_604_m_58_et._2200615746","-","3-к. квартира, 60,4 м², 5/8 эт.","Омская область, Омск, Транссибирская ул., 1","р-н Кировский","6 570 000","60.4","","40.8","3","8.1","","8","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/snimu_1-k._kvartiru_3578529330","-","Сниму 1-к. квартиру","Омская область, Омск, ул. Кирова","р-н Октябрьский","15 000","","","","1","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_40_m_89_et._2058339978","Дмитрий П.","1-к. квартира, 40 м², 8/9 эт.","Омская область, Омск, ул. Маяковского, 18","р-н Центральный","1 525","40","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_776_m_89_et._3168722292","Ключники","3-к. квартира, 77,6 м², 8/9 эт.","Омская область, Омск, ул. 1-й Красной Звезды, 81","р-н Ленинский","6 250 000","77.6","","49","3","14","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_273_m_49_et._3285714445","-","Квартира-студия, 27,3 м², 4/9 эт.","Омская область, Омск, ул. 1-я Красной Звезды, 79","р-н Ленинский","2 800 000","27.3","","","","","кухня","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_110_m_19_et._2062953892","Апартаменты RENT-сервис","2-к. квартира, 110 м², 1/9 эт.","Омская область, Омск, Учебная ул., 90","р-н Центральный","5 175","110","","","2","","5530","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_361_m_110_et._3416724557","-","1-к. квартира, 36,1 м², 1/10 эт.","Омская область, Омск, 1-й Амурский пр., 9к1","р-н Центральный","3 950 000","36.1","","14","1","14","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_646_m_110_et._3108640271","","3-к. квартира, 64,6 м², 1/10 эт.","Омская область, Омск, Харьковская ул., 25к2","р-н Октябрьский","4 690 000","64.6","","36","3","12.5","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_774_m_19_et._3360451526","-","2-к. квартира, 77,4 м², 1/9 эт.","Омская область, Омск, ул. 1-я Красной Звезды, 79","р-н Ленинский","4 650 000","77.4","","33","2","21.7","275","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_439_m_55_et._3016099098","Квартсервис","2-к. квартира, 43,9 м², 5/5 эт.","Омская область, Омск, посёлок Амурский, ул. Багратиона, 15А","р-н Центральный","3 597 000","43.9","","30-May","2","5.6",""," ","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_69_m_310_et._3841877257","-","2-к. квартира, 69 м², 3/10 эт.","Омская область, Омск, Иркутская ул., 1","р-н Центральный","12 750 000","69","","49.9","2","15","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_493_m_517_et._3503825866","РИЭЛТКОНСАЛТ","1-к. квартира, 49,3 м², 5/17 эт.","ул. Крупской, блок-секция C1","р-н Кировский","6 400 000","49.3","","19-Jun","1","16.7","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_29_m_410_et._3182834835","-","Квартира-студия, 29 м², 4/10 эт.","Омская область, Омск, Мельничная ул., 87к3","р-н Кировский","3 050 000","29","4","",""," 29","евро","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_85_m_310_et._3596539080","-","2-к. квартира, 85 м², 3/10 эт.","Омская область, Омск, Волочаевская ул., 15к2","р-н Центральный","50 000","85","3","","2","25","","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_32_m_29_et._3162209417","Ирина","1-к. квартира, 32 м², 2/9 эт.","Омская область, Омск, 1-я Железнодорожная ул., 40","р-н Октябрьский","1 600","32","","","1","","помесячя","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_39_m_410_et._3249110401","-","1-к. квартира, 39 м², 4/10 эт.","Омская область, Омск, 21-я Амурская ул., 39","р-н Центральный","4 000 000","39","","14","1","9","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_892_m_210_et._3516892678","ЗАСТРОЙЩИК, ОТДЕЛ БРОНИРОВАНИЯ","3-к. квартира, 89,2 м², 2/10 эт.","ул. Звездова, д. 54","р-н Центральный","9 185 000","89.2","","49","3","18",""," Сдан 1 кв. 2023","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_419_m_29_et._3453436748","ЗАСТРОЙЩИК, ОТДЕЛ БРОНИРОВАНИЯ","1-к. квартира, 41,9 м², 2/9 эт.","Омская область, Омск, ул. Малиновского, 16к2","р-н Советский","3 687 200","41.9","","16","1","10",""," ","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_1003_m_914_et._3254730998","Квартсервис","3-к. квартира, 100,3 м², 9/14 эт.","ул Яковлева, д. 169","р-н Центральный","9 981 000","100.3","","70","3","15","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_69_m_55_et._3287211445","-","3-к. квартира, 69 м², 5/5 эт.","Омская область, Омск, ул. Дианова, 2/2","р-н Кировский","5 300 000","69","","42","3","10","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_892_m_910_et._3453559378","ЗАСТРОЙЩИК, ОТДЕЛ БРОНИРОВАНИЯ","3-к. квартира, 89,2 м², 9/10 эт.","ул. Звездова, д. 54","р-н Центральный","9 725 000","89.2","","62","3","18",""," Сдан 1 кв. 2023","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_741_m_1216_et._3536146913","РИЭЛТКОНСАЛТ","3-к. квартира, 74,1 м², 12/16 эт.","Омская область, Омск, ул. Дианова, 16к1","р-н Кировский","8 000 000","74.1","","42.6","3","8.3","","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_1041_m_56_et._3373389514","-","3-к. квартира, 104,1 м², 5/6 эт.","Омская область, Омск, Братская ул., 19","р-н Октябрьский","11 000 000","104.1","","66","3","16","","6","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_30_m_59_et._3602530324","","1-к. квартира, 30 м², 5/9 эт.","Омская область, Омск, Светловская ул., 12","р-н Ленинский","1 650","30","","","1","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_505_m_15_et._3681813681","-","2-к. квартира, 50,5 м², 1/5 эт.","Омская область, Омск, пр-т Мира, 30В","р-н Советский","3 650 000","50.5","","23","2","12",""," детская площадка","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_60_m_56_et._3311263613","Вероника Первых","2-к. квартира, 60 м², 5/6 эт.","Омская область, Омск, пр-т Мира, 46","р-н Советский","2 700","60","","","2","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_53_m_29_et._3363399205","-","2-к. квартира, 53 м², 2/9 эт.","Омская область, Омск, ул. Декабристов, 104","р-н Центральный","5 600 000","53","","33","2","8","","9","","","","","","","","","","","","","","","","","",""
